Tweet,Keluhan,Respon,Other,
@ridwankamil @Satpolppbdg @erwinjwidjaya ya betul pak..  Jam 9 kadang2 masih angkut sampah.. Parkir liar mulai byk.. Jd macet lg,Ya,,,
Di jl.ibrahim adjie dpn SPBU Borma markir di trotoar pak @IWGinting @dadan_permanaDP @dishub_kotabdg @ridwankamil @Satpolppbdg @dbmpkotabdg,Ya,,,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
"Barudak bogor kumaha? @BimaAryaS @ridwankamil: Barudak bandung nu sok mabal sakola,siap2 ditewak @Satpolppbdg.Omat! https://t.co/IT119TL5rG",,,Ya,
RT @budiraharjo23: Di jl.ibrahim adjie dpn SPBU Borma markir di trotoar pak @IWGinting @dadan_permanaDP @dishub_kotabdg @ridwankamil @Satpo…,Ya,,,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
"@ridwankamil pa dl sy mention,ttg jalan rsk sbelah tp ga dwaro.10 mnt yg lalu kclakaan 2 tewas gr ngindarin jln rsk https://t.co/5EMp8YABoI""",Ya,,,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
"Pak @ridwankamil gmn kalo smua persimpangan jln yg padat supaya lancar 2arah jalan ditutup, 2arah lagi dibuka, seperti disimpang dago kmarin",,,Ya,
Pak @ridwankamil bikin SKU itu memang ribet ga ya? Apa cuman di daerah cilengkrang 2 komp.manglayang rt 04/06 saja yg sengaja dibikin ribet?,Ya,,,
"@dishub_kotabdg pak, lapor traffic light di perempatan simpang dago sejak tahun baru tidak pernah berfungsi normal. Mohon tindaklanjutnya!",Ya,,,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
Kang @dbmpkotabdg pju jl gunung batu atos dibenerken?,Ya,,,
RT @mazNOT: GoodNews @infokoperindag  Beri jaminan kehalalan produk makanan kt Bdg dg Sertifikasi Halal #Gratis  p'@ridwankamil https://t.c…,,,Ya,
RT @mazNOT: GoodNews @infokoperindag  Beri jaminan kehalalan produk makanan kt Bdg dg Sertifikasi Halal #Gratis  p'@ridwankamil https://t.c…,,,Ya,
RT @mazNOT: GoodNews @infokoperindag  Beri jaminan kehalalan produk makanan kt Bdg dg Sertifikasi Halal #Gratis  p'@ridwankamil https://t.c…,,,Ya,
@ridwankamil bila separator di perlintasan kosambi diperbaharui setidaknya akan menyulitkan para koruptor jalanan yg dari arah jl.gandapura,Ya,,,
@ridwankamil bandung perlu tindakan tegas dan nyata terhadap semua pelanggaran hukum yg berlaku demi ketertiban dan keselamatan semuanya.,,,Ya,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
RT @BudakBandung11: @dbmpkotabdg @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg @soowooBDG @se_bdg pa punten jl.setrasari kulon 1 rw 3 j…,,,Ya,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
"@ridwankamil kmarin liat pemerasan diangkot,skrg liat bnyk orang ngelem di dpn publik. Apa ga malu dgn kotanya sendiri,pak?",Ya,,,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
@PRFMnews @pdamtirtawening @ridwankamil Pak kumah atuh tulungan cai teu ngocor wae tos saminggon lebih Kebon jayanti rt.06 rw12,Ya,,,
"@pdamtirtawening @prfmnews @ridwankamil kedah ka saha deui menta tulung pak, cpek sagalana ai teu aya cai teh cing karunya",Ya,,,
@IWGinting @budiraharjo23 @dishub_kotabdg @ridwankamil @Satpolppbdg jl.Ibrahim Adjie depan SPBU Jati.,,,Ya,
"IC1 aslm pa @ridwankamil @iwginting @satpolppbdg parkir liar taman vanda,hrs dicegah dr skrg krn klo...",Ya,,,
"yg LDR.an Bandung -jkt nantinya bisa meet up tiap hari, cz ada kereta cepet ???? ,so ga usah galau ya pak @ridwankamil",,,Ya,
"#suaraBDG via @hannmeg: jl. Subang raya antapani lampu jalannya mati, jadi gelap sepanjang jalan cc: @dishub_kotabdg",Ya,,,
IC5 pd titik ygbiasa Tparkir @ridwankamil @iwginting @satpolppbdg psg rambu/spnduk(murah)brtuliskndilarang parkir disini,,,Ya,
"RT @infobdg: #suaraBDG via @hannmeg: jl. Subang raya antapani lampu jalannya mati, jadi gelap sepanjang jalan cc: @dishub_kotabdg",Ya,,,
IC7 1)tdk macet 2)uang parkir balkot masuk pndapatn daerah @ridwankamil @iwginting @satpolppbdg,,,Ya,
"Dear pak @ridwankamil pak tolong ditindak supir angkot yg BANDEL,gak berenti pas kereta api mau lewat -+jark udh 300mtr masih jalan aja dia",Ya,,,
"IC8 malam? ttp hrs d balkot,bs utk uang lembur yg jaga parkir+balkot kan @ridwankamil @iwginting @satpolppbdg",,,Ya,
"IC9 kl tdk ada ptugas yg bs brjaga  malam parkir balkot,org2 freelance(yg parkir liar)bs dsuruh pdh k balkot jagany @ridwankamil @iwginting",,,Ya,
"IC11 *tambihan:td sy lihat @satpolppbdg patroli,sae pa wali @ridwankamil ,krn suka ada pmks dg balita d sktr AA&amp;braga",,,Ya,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
"Via @hannmeg: jl. Subang raya antapani lampu jalannya mati, jadi gelap sepanjang jalan cc: @dishub_kotabdg",Ya,,,
RT @infobdg: #suaraBDG via @AksaDjenna: traffic light di perempatan simpang dago sejak tahun baru tidak pernah berfungsi normal cc: @dishub…,Ya,,,
"RT @infobdg: #suaraBDG via @hannmeg: jl. Subang raya antapani lampu jalannya mati, jadi gelap sepanjang jalan cc: @dishub_kotabdg",Ya,,,
RT @Satpolppbdg: Pengemis pura2 buntung ditertibkan mlm ini 21/1/16. Masih mau ngasih? cc @ridwankamil @DiskominfoBdg @PemkotBandung https:…,,Ya,,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
RT @Satpolppbdg: Pengemis pura2 buntung ditertibkan mlm ini 21/1/16. Masih mau ngasih? cc @ridwankamil @DiskominfoBdg @PemkotBandung https:…,,Ya,,
"RT @Satpolppbdg: Penertiban pedagang laser di jl. Cihampelas, Dago &amp; Otista mlm ini 21/1/16 cc @ridwankamil @DiskominfoBdg @PRFMnews https:…",,Ya,,
"halo @dishub_kotabdg apa traffic light riau (trunojoyo) disesuaikan sedemikian rupa? sehingga terkadang hanyan kuning, kadang normal",Ya,,,
"oya, @dishub_kotabdg traffic light pasteur masih bikin bingung loh itu, padahal kemaren udah di mention sama pak @ridwankamil kan?",Ya,,,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
"@ridwankamil Kang, kios2 liar membuat kumuh kawasan sekitar bunderan jatayu. TPS (liar) bikin Aruna makin kumuh. https://t.co/G4eLtjC2Vu",Ya,,,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
"Gerbang rel kircon kang, parkir jalmi teu gaduh uteuk ngahalangan pengguna jalan lain @ridwankamil #SIkonBdg https://t.co/NGN0z3l9jR",Ya,,,
@ridwankamil @Satpolppbdg d pinggir kali dket rmh tah pak bnyk anak smp yg sk mabal trus pd ngeroko tah.,Ya,,,
RT @IWGinting: Penertiban parkir di pasteur @ridwankamil @OdedMD @yossiirianto @PRFMnews @relawan_bdg https://t.co/EhRlWcOzfA,,,Ya,
"RT @pikrialwi: Gerbang rel kircon kang, parkir jalmi teu gaduh uteuk ngahalangan pengguna jalan lain @ridwankamil #SIkonBdg https://t.co/NG…",Ya,,,
@infobdg @dishub_kotabdg Angkot! terlalu banyak ngetem. ya karena mungkin angkotnya kebanyakan penumpangnya lebih milih kendaraan pribadi,Ya,,,
RT @Ujungberung_Kec: Gerakan bebersih di taman alun2 ujungberung @ridwankamil @diskamtam @PDKEBERSIHAN @BDGcleanaction @GPSbdg @PRFMnews ht…,,,Ya,
"@ridwankamil @Satpolppbdg @erwinjwidjaya sama spt pkl tegalega, tukang buah sudah mulai ke tengah jalan lagi",Ya,,,
20 taksi dari 4 persh ditilang krn ngetem dilarangan parkir @ridwankamil @relawan_bdg @PRFMnews @OdedMD https://t.co/Nz9rOFeMx3,,,Ya,
RT @IWGinting: 20 taksi dari 4 persh ditilang krn ngetem dilarangan parkir @ridwankamil @relawan_bdg @PRFMnews @OdedMD https://t.co/Nz9rOFe…,,,Ya,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
@ridwankamil pak itu pedagang yg depan monumen dpt ijin dari bp wali? Tiap hari makin nambah tuh yg jualan macet lg deh.,Ya,,,
RT @IWGinting: 20 taksi dari 4 persh ditilang krn ngetem dilarangan parkir @ridwankamil @relawan_bdg @PRFMnews @OdedMD https://t.co/Nz9rOFe…,,,Ya,
RT @IWGinting: 20 taksi dari 4 persh ditilang krn ngetem dilarangan parkir @ridwankamil @relawan_bdg @PRFMnews @OdedMD https://t.co/Nz9rOFe…,,,Ya,
"@ary_is_mail @hannmeg @infobdg @dishub_kotabdg trm ksh infonya, disampaikan kpd unit kerja terkait",,,Ya,
@IWGinting @ridwankamil @PRFMnews  selain denda yg berlipat bg parkir liar perbanyak gdg parkir resmi bukan gelap,,,Ya,
"RT @PRFMnews: 1) Klarifikasi dari @IWGinting terkait foto sebuah mobil yg melanggar parkir di Jln Braga, Rabu (21/1) @ridwankamil https://t…",,,Ya,
"Pak @ridwankamil tadi nuju sholat di mesjid jalan Mangga ya pak? Bade naros tap bodyguard na seeur ,jadi isin ??",,,Ya,
"@pdamtirtawening, terimakasih pdam hari ini air sudah ngocor. Mudah2an saja lancar sterusnya sesuai jadwal",,,Ya,
@PrijantoRabbani Wil timur berkembang pesat. Dampaknya dr Jl Surapati sampai Jl AH Nasution selalu macet parah. Apa solusinya? @ridwankamil,Ya,,,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
"@ridwankamil Yuk belajar dari Asia Newson, Calon Presiden AS Masa Depan yang Berjualan Lilin. Inspiratif! https://t.co/cDZQScBXuj",,,Ya,
RT @PRFMnews: 17.38: RT @shutale_3981: Bandung juara cenah! Ada polisi di seberang jalan dibiarkan Cc @ridwankamil @dishub_kotabdg https://…,,,Ya,
RT @Ujungberung_Kec: Pmbersihan selokan jl.samiaji kec.uber @ridwankamil @dbmpkotabdg @relawan_bdg @BDGcleanaction @infobandung @PRFMnews h…,,,Ya,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
RT @hero_bandung: Sepakat yuk gak buang sampah kejalan raya. Caranya ; sediakan tempat sampah di kendaraan anda. @Satpolppbdg @infobdg http…,,,Ya,
"Yth @PemkotBandung @ridwankamil  just info, diseputar statsiun KA bdg bnyk cewe2 seksoy berjajar dipinggir jln seremm.. malu2in cw bdg. Tq",Ya,,,
@dbmpkotabdg punten TL pasteur yg buat belok arah suryasumantri hijau &amp; merahnya nyala kedua2nya bikin bingung mhn sgera diperbaiki.. nhun,Ya,,,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
RT @IWGinting: 20 taksi dari 4 persh ditilang krn ngetem dilarangan parkir @ridwankamil @relawan_bdg @PRFMnews @OdedMD https://t.co/Nz9rOFe…,,,Ya,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
"@IWGinting mhn izin Pak, utk lebih meningkatkan ketertiban parkir, krn jumlah gembok terbatas, lakukan penggembosan saja. cc: @ridwankamil",,,Ya,
tetapi hari ini masih boleh akan terjadi pada hari esok. @Bandung_Dinkes,,,Ya,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
Pak @ridwankamil mungkin banyak yang mengeluh oleh jln derwati sampai buahbatu macet dan mlm lampu jln kurang penerangan asa geueuman :(,Ya,,,
RT @Satpolppbdg: Pengemis pura2 buntung ditertibkan mlm ini 21/1/16. Masih mau ngasih? cc @ridwankamil @DiskominfoBdg @PemkotBandung https:…,,Ya,,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
@ridwankamil @Satpolppbdg d tangga msuk PasbarBdg ada pngamen yg minta2 kpd pngunjung dgn memaksa pdhal sdh d beri @PintarPolitik,Ya,,,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
"RT @ad_hilma: @ridwankamil pak, abdi hawatos perkawis sinetron anak jalanan, bilih di bandung aya geng motor deui",,,Ya,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
@rolandoiBoss @ridwankamil @sudjiwotedjo Gazebo yang di gadang Gubernur aja berantakkan bagaimana mau menata DKI Jaya jalan macet masih,Ya,,,
@ridwankamil Pak Walikota Di bandung banyak bangat anak jalanan pengamen terus angkot suka ugal2an terutama angkot margahayu,Ya,,,
"PKL tidak berjualan sabtu, minggu di jl sukajadi @ridwankamil @OdedMD @yossiirianto  @bplh_kotabdg @Satpolppbdg https://t.co/t1458aEY4V",,,Ya,
"RT @Kec_Sukajadi: PKL tidak berjualan sabtu, minggu di jl sukajadi @ridwankamil @OdedMD @yossiirianto  @bplh_kotabdg @Satpolppbdg https://t…",,,Ya,
"@Satpolppbdg @ridwankamil @PemkotBandung Di perempatan cadas-supratman ada anak nyanyi2 kereta malam smbl joged2, kasian mohon di tertibkan",Ya,,,
RT @sekonugroho: Kang @ridwankamil sy prihatin pagi ini Jl.Ganesha bnyk tempelan paku di pohon jelang @Kongres9IAITB  #SaveTheTrees https:/…,Ya,,,
RT @sekonugroho: Kang @ridwankamil sy prihatin pagi ini Jl.Ganesha bnyk tempelan paku di pohon jelang @Kongres9IAITB  #SaveTheTrees https:/…,Ya,,,
"@ridwankamil Dia real madrid saya barcelona, kemaren dia married.. lah ko saya masih merana ?? #RidwanKamil",,,Ya,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 13/1 URC Cibeunying, lanjutan perbaikan kirmir salrn jl Cihampelas https…",,Ya,,
RT @sekonugroho: Kang @ridwankamil sy prihatin pagi ini Jl.Ganesha bnyk tempelan paku di pohon jelang @Kongres9IAITB  #SaveTheTrees https:/…,Ya,,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 22/1 Bojonagara, lanjutan pengerukan saluran jl Geger Kalong Hilir https…",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 22/1 Bojonagara, lanjutan pengerukan saluran jl Geger Kalong Hilir https…",,Ya,,
"RT @Kec_Sukajadi: PKL tidak berjualan sabtu, minggu di jl sukajadi @ridwankamil @OdedMD @yossiirianto  @bplh_kotabdg @Satpolppbdg https://t…",,,Ya,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
"Untung sudah lulus pa ,dulu sering pa wkwkwkw@ridwankamil: Barudak bandung nu sok mabal sakola",,,Ya,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
RT @Satpolppbdg: Penghimbauan &amp; penertiban pedagang di trotoar sepanjang Dago &amp; Riau oleh Polpp Muda cc @ridwankamil @DiskominfoBdg https:/…,,,Ya,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
"Kang @ridwankamil kalau syarat2 pembuatan SKU apa saja, saya di kelurahan cipamokolan... Mohon info nya kang...",,,Ya,
"@ridwankamil pa ridwan... kalo jl soekarno termasuk zona merah bkn? kalo YA zona merah, kenapa bisa dipake berjualan? itu yg pake tenda",Ya,,,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
@ridwankamil apakah petugas gorong2 masih aktif? Sudah tiga bulan berturut RT @Knyengseret @Kec_Astanaanyar minta sumbangan bebersih gorong2,,,Ya,
RT @hero_bandung: Sepakat yuk gak buang sampah kejalan raya. Caranya ; sediakan tempat sampah di kendaraan anda. @Satpolppbdg @infobdg http…,,,Ya,
tetapi hari ini masih boleh akan terjadi pada hari esok. @Bandung_Dinkes,,,Ya,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
"Tega kah buang sampah di tempat2 ini? Biasakan ngota"" dgn ga buang sampah sembarangan cc @ridwankamil @PRFMnews https://t.co/HfivNM3W71""",,,Ya,
"RT @Satpolppbdg: Tega kah buang sampah di tempat2 ini? Biasakan ngota"" dgn ga buang sampah sembarangan cc @ridwankamil @PRFMnews https://t…""",,,Ya,
.@pdamtirtawening RT @Jme_Zack: Sdh hampir 6 bln air Ledeng di kel : neglasari cibeunying kaler padam. Warga RT 4/4 beli air ke hotel park,Ya,,,
"RT @Satpolppbdg: Tega kah buang sampah di tempat2 ini? Biasakan ngota"" dgn ga buang sampah sembarangan cc @ridwankamil @PRFMnews https://t…""",,,Ya,
Mohon bantuan @dbmpkotabdg @dishub_kotabdg u/ memperpanjang median pembatas jalan didekat perlintasan KA Cikudapateh https://t.co/64Kk6tHsuP,,,Ya,
RT @infobandung: .@pdamtirtawening RT @Jme_Zack: Sdh hampir 6 bln air Ledeng di kel : neglasari cibeunying kaler padam. Warga RT 4/4 beli a…,Ya,,,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
"RT @Satpolppbdg: Tega kah buang sampah di tempat2 ini? Biasakan ngota"" dgn ga buang sampah sembarangan cc @ridwankamil @PRFMnews https://t…""",,,Ya,
RT @infobandung: .@pdamtirtawening RT @Jme_Zack: Sdh hampir 6 bln air Ledeng di kel : neglasari cibeunying kaler padam. Warga RT 4/4 beli a…,Ya,,,
"RT @Satpolppbdg: Tega kah buang sampah di tempat2 ini? Biasakan ngota"" dgn ga buang sampah sembarangan cc @ridwankamil @PRFMnews https://t…""",,,Ya,
"@pdkebersihanbdg @ridwankamil @rancasari_OK katanya bukan wilayah pembuangan sampah daerah kami,  jadinya kami harus menunggu petugas ambil",Ya,,,
"RT @Satpolppbdg: Tega kah buang sampah di tempat2 ini? Biasakan ngota"" dgn ga buang sampah sembarangan cc @ridwankamil @PRFMnews https://t…""",,,Ya,
"RT @Satpolppbdg: Tega kah buang sampah di tempat2 ini? Biasakan ngota"" dgn ga buang sampah sembarangan cc @ridwankamil @PRFMnews https://t…""",,,Ya,
Kembali ditindak Parkir di atas Trotoar jl.RE.Martadinata Sabtu 23.01.2016 @ridwankamil https://t.co/GC8MY0Jgdj,,Ya,,
"RT @Satpolppbdg: Tega kah buang sampah di tempat2 ini? Biasakan ngota"" dgn ga buang sampah sembarangan cc @ridwankamil @PRFMnews https://t…""",,,Ya,
"RT @Satpolppbdg: Tega kah buang sampah di tempat2 ini? Biasakan ngota"" dgn ga buang sampah sembarangan cc @ridwankamil @PRFMnews https://t…""",,,Ya,
"RT @Satpolppbdg: Tega kah buang sampah di tempat2 ini? Biasakan ngota"" dgn ga buang sampah sembarangan cc @ridwankamil @PRFMnews https://t…""",,,Ya,
"RT @Satpolppbdg: Tega kah buang sampah di tempat2 ini? Biasakan ngota"" dgn ga buang sampah sembarangan cc @ridwankamil @PRFMnews https://t…""",,,Ya,
Berapa persen hutan lindung di Jabar yg harus dibabat utk proyek kereta cepat ini kang @aheryawan @jokowi @ridwankamil ? :(,,,Ya,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
"@ridwankamil boss, di Bandung sekarang di mana2 orang bangun pada melanggar GSB, apa ga bisa dibongkar? Kurang pengawasan gitu?",Ya,,,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
"RT @Satpolppbdg: Tega kah buang sampah di tempat2 ini? Biasakan ngota"" dgn ga buang sampah sembarangan cc @ridwankamil @PRFMnews https://t…""",,,Ya,
"Dulu trek balap liar banyak,ada trek khusus vespa,slalom dan motor2 bebek,tolong di legal kan pak @ridwankamil karna org2 bandung kreatif",,,Ya,
"@ridwankamil pagi, siang, sore selalu macet dimulai dari keluar arcamanik hingga terusan jalan jakarta rentetan macet nya gk berhenti2 (2)",Ya,,,
"@ridwankamil kendaraan umum, kendaraan pribadi, ojeg konvensional semua metode transportasi yg ada gk menjawab permasalahan macet ini pak(3)",Ya,,,
Halte GOR Pajajaran knp ada petak u. parkir mobil?@dishub_kotabdg  @ridwankamil  @relawan_bdg  @dbmpkotabdg https://t.co/sCTzm2l88j,,,Ya,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
RT @diantn: Halte GOR Pajajaran knp ada petak u. parkir mobil?@dishub_kotabdg  @ridwankamil  @relawan_bdg  @dbmpkotabdg https://t.co/sCTzm2…,,,Ya,
pak @ridwankamil tolong di tindak angkot jurusan cicahem -cileunyi angkosnya sampe 10000 sy mengalaminya.,Ya,,,
"2) htur nhun ka @Satpolppbdg tguran na.Asli 2jam rehat ddnya teu ningal aya aturan dlarang mrokok di area taman"". Hmpura kang @ridwankamil""",,,Ya,
@info_jktmacet @rezaorlando @ridwankamil solusinya mau di bangun flyover cc @dbmpkotabdg,,,Ya,
RT @diantn: Halte GOR Pajajaran knp ada petak u. parkir mobil?@dishub_kotabdg  @ridwankamil  @relawan_bdg  @dbmpkotabdg https://t.co/sCTzm2…,,,Ya,
"@dbmpkotabdg @diasudiana @ridwankamil mohon maaf sebelumnya, apakah dengan adanya FO akan mengatasi solusi kemacetan atau bahkan jadi(1)",,,Ya,
"@dbmpkotabdg @diasudiana @ridwankamil lebih memperparah keadaan, melihat kontur dan struktur jalanan yg terbilang sempit/kecil (2)",,,Ya,
"RT @Kec_Sukajadi: PKL tidak berjualan sabtu, minggu di jl sukajadi @ridwankamil @OdedMD @yossiirianto  @bplh_kotabdg @Satpolppbdg https://t…",,,Ya,
"@ridwankamil @OdedMD @dbmpkotabdg @DiskominfoBdg ,jln Bubat dan lok RW02 banyak sal tersumbat 22/1krn hjn https://t.co/45v17PE9Aa",Ya,,,
"RT @LIESDEWI60: @ridwankamil @OdedMD @dbmpkotabdg @DiskominfoBdg ,jln Bubat dan lok RW02 banyak sal tersumbat 22/1krn hjn https://t.co/45v1…",Ya,,,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
"pak @ridwankamil gmn ttg pembangunan apartemen rakyat, katanya bulan desember akan ada kabar, sekarang sudah masuk januari. trims ya pak :)",,,Ya,
Arti pemasangan water barrier ini di alun2 adalah DILARANG PARKIR. Ayo ditaati @ridwankamil @PRFMnews @relawan_bdg https://t.co/eLS0a6ptSR,,,Ya,
"Pak @ridwankamil kapan pelebaran jln derwati sampai buahbatu,jomblo dsini smakin banyak jlnpun dipadati oleh pencari cinta jdi macet total.""",Ya,,,
"Pak @ridwankamil ,@Satpolppbdg manusia silver msh berkeliaran ternyata di flyover menuju Pasteur https://t.co/E2ipZu0Lew",Ya,,,
"RT @MRKFans: Wah Gulajava bikin app baru. Suka lah sama desain app Gulajava :)) RT @GulajavaMini: @ridwankamil punten kang,silahkan cobain …",,,Ya,
"RT @DiaZKillaZ: Pak @ridwankamil ,@Satpolppbdg manusia silver msh berkeliaran ternyata di flyover menuju Pasteur https://t.co/E2ipZu0Lew",Ya,,,
RT @IWGinting: Arti pemasangan water barrier ini di alun2 adalah DILARANG PARKIR. Ayo ditaati @ridwankamil @PRFMnews @relawan_bdg https://t…,,,Ya,
Amri | Mobil parkir sepanjang jl. Veteran Sekira pkl 15.55 wib tidak ada tindakan hadeuh. @ridwankamil @IWGinting https://t.co/Q8n5NUiYBH,Ya,,,
"Dicari anak hilang,bernama Azhar,tidak memakai kaca mata,murid SMK 7.Mohon bantuan cc:@ridwankamil @Satpolppbdg https://t.co/RJv5b5RGUv",Ya,,,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
RT @PRFMnews: Amri | Mobil parkir sepanjang jl. Veteran Sekira pkl 15.55 wib tidak ada tindakan hadeuh. @ridwankamil @IWGinting https://t.c…,Ya,,,
